n_hidden,alpha,patience,epocas_maximas,epocas_executadas,early_stopping,tempo_execucao_segundos,erro_validacao,erro_treinamento_final,acuracia_teste
20,0.1,100,5000,550,True,673.031123652996,1.2299743985019371,0.8359214023765127,53.768844221105525
20,0.05,100,5000,263,True,328.29843221002375,1.3878354745802433,0.93359344560159,43.21608040201005
20,0.005,100,5000,466,True,584.6393492759962,1.4817711712251338,0.7544188588582252,47.23618090452261
20,0.001,100,5000,836,True,1038.5898780650168,1.5392989405835533,1.0903294057883952,35.678391959798994
20,0.01,100,5000,476,True,566.7003751730081,1.5599809116666579,1.1159862331192356,31.65829145728643
20,0.2,100,5000,241,True,279.3379992340051,1.810462520256078,1.8143633431030273,17.587939698492463
